coin	denomination	year	mint	yearGrouping	mintGrouping	metal	percentage
Washington	Quarter	2004	San Francisco	State Quarters	Michigan	Nickel	8.33000
Washington	Quarter	2004	San Francisco	State Quarters	Florida	Nickel	8.33000
Washington	Quarter	2004	San Francisco	State Quarters	Wisconsin - Silver	Silver	90.00000
Washington	Quarter	2004	San Francisco	State Quarters	Texas - Silver	Silver	90.00000
Washington	Quarter	2004	San Francisco	State Quarters	Iowa - Silver	Silver	90.00000
Washington	Quarter	2004	San Francisco	State Quarters	Wisconsin - Silver	Copper	10.00000
Washington	Quarter	2004	San Francisco	State Quarters	Michigan - Silver	Silver	90.00000
Washington	Quarter	2004	San Francisco	State Quarters	Florida - Silver	Silver	90.00000
Washington	Quarter	2005	Philadelphia	State Quarters	Kansas	Copper	91.67000
Washington	Quarter	2005	Philadelphia	State Quarters	West Virginia	Copper	91.67000
Washington	Quarter	2005	Philadelphia	State Quarters	California	Copper	91.67000
Washington	Quarter	2005	Philadelphia	State Quarters	Minnesota	Copper	91.67000
Washington	Quarter	2005	Philadelphia	State Quarters	Oregon	Copper	91.67000
Washington	Quarter	2005	Philadelphia	State Quarters	Kansas	Nickel	8.33000
Washington	Quarter	2005	Philadelphia	State Quarters	West Virginia	Nickel	8.33000
Washington	Quarter	2005	Philadelphia	State Quarters	California	Nickel	8.33000
Washington	Quarter	2005	Philadelphia	State Quarters	Minnesota	Nickel	8.33000
Washington	Quarter	2005	Philadelphia	State Quarters	Oregon	Nickel	8.33000
Washington	Quarter	2005	Denver	State Quarters	Oregon	Copper	91.67000
Washington	Quarter	2005	Denver	State Quarters	Kansas	Copper	91.67000
Washington	Quarter	2005	Denver	State Quarters	West Virginia	Copper	91.67000
Washington	Quarter	2005	Denver	State Quarters	California	Copper	91.67000
Washington	Quarter	2005	Denver	State Quarters	Minnesota	Copper	91.67000
Washington	Quarter	2005	Denver	State Quarters	Oregon	Nickel	8.33000
Washington	Quarter	2005	Denver	State Quarters	Kansas	Nickel	8.33000
Washington	Quarter	2005	Denver	State Quarters	West Virginia	Nickel	8.33000
Washington	Quarter	2005	Denver	State Quarters	California	Nickel	8.33000
Washington	Quarter	2005	Denver	State Quarters	Minnesota	Nickel	8.33000
Washington	Quarter	2005	San Francisco	State Quarters	Oregon	Copper	91.67000
Washington	Quarter	2005	San Francisco	State Quarters	Kansas	Copper	91.67000
Washington	Quarter	2005	San Francisco	State Quarters	West Virginia	Copper	91.67000
Washington	Quarter	2005	San Francisco	State Quarters	California	Copper	91.67000
Washington	Quarter	2005	San Francisco	State Quarters	Minnesota	Copper	91.67000
Washington	Quarter	2005	San Francisco	State Quarters	Oregon	Nickel	8.33000
Washington	Quarter	2005	San Francisco	State Quarters	Kansas	Nickel	8.33000
Washington	Quarter	2005	San Francisco	State Quarters	West Virginia	Nickel	8.33000
Washington	Quarter	2005	San Francisco	State Quarters	California	Nickel	8.33000
Washington	Quarter	2005	San Francisco	State Quarters	Minnesota	Nickel	8.33000
Washington	Quarter	2005	San Francisco	State Quarters	Oregon - Silver	Silver	90.00000
Washington	Quarter	2005	San Francisco	State Quarters	Kansas - Silver	Silver	90.00000
Washington	Quarter	2005	San Francisco	State Quarters	West Virginia - Silver	Silver	90.00000
Washington	Quarter	2005	San Francisco	State Quarters	California - Silver	Silver	90.00000
Washington	Quarter	2005	San Francisco	State Quarters	Minnesota - Silver	Silver	90.00000
Washington	Quarter	2005	San Francisco	State Quarters	Oregon - Silver	Copper	10.00000
Washington	Quarter	2005	San Francisco	State Quarters	Kansas - Silver	Copper	10.00000
Washington	Quarter	2005	San Francisco	State Quarters	West Virginia - Silver	Copper	10.00000
Washington	Quarter	2005	San Francisco	State Quarters	California - Silver	Copper	10.00000
Washington	Quarter	2005	San Francisco	State Quarters	Minnesota - Silver	Copper	10.00000
Washington	Quarter	2006	Philadelphia	State Quarters	North Dakota	Copper	91.67000
Washington	Quarter	2006	Philadelphia	State Quarters	South Dakota	Copper	91.67000
Washington	Quarter	2006	Philadelphia	State Quarters	South Dakota	Nickel	8.33000
Washington	Quarter	2006	Philadelphia	State Quarters	Nevada	Copper	91.67000
Washington	Quarter	2006	Philadelphia	State Quarters	Nebraska	Copper	91.67000
Washington	Quarter	2006	Philadelphia	State Quarters	Colorado	Copper	91.67000
Washington	Quarter	2006	Philadelphia	State Quarters	North Dakota	Nickel	8.33000
Washington	Quarter	2006	Philadelphia	State Quarters	Nevada	Nickel	8.33000
Washington	Quarter	2006	Philadelphia	State Quarters	Nebraska	Nickel	8.33000
Washington	Quarter	2006	Philadelphia	State Quarters	Colorado	Nickel	8.33000
Washington	Quarter	2006	Denver	State Quarters	South Dakota	Copper	91.67000
Washington	Quarter	2006	Denver	State Quarters	Colorado	Copper	91.67000
Washington	Quarter	2006	Denver	State Quarters	North Dakota	Copper	91.67000
Washington	Quarter	2006	Denver	State Quarters	South Dakota	Nickel	8.33000
Washington	Quarter	2006	Denver	State Quarters	Nevada	Copper	91.67000
Washington	Quarter	2006	Denver	State Quarters	Nebraska	Copper	91.67000
Washington	Quarter	2006	Denver	State Quarters	Colorado	Nickel	8.33000
Washington	Quarter	2006	Denver	State Quarters	North Dakota	Nickel	8.33000
Washington	Quarter	2006	Denver	State Quarters	Nevada	Nickel	8.33000
Washington	Quarter	2006	Denver	State Quarters	Nebraska	Nickel	8.33000
Washington	Quarter	2006	San Francisco	State Quarters	South Dakota	Copper	91.67000
Washington	Quarter	2006	San Francisco	State Quarters	North Dakota	Copper	91.67000
Washington	Quarter	2006	San Francisco	State Quarters	South Dakota	Nickel	8.33000
Washington	Quarter	2006	San Francisco	State Quarters	Nevada	Copper	91.67000
Washington	Quarter	2006	San Francisco	State Quarters	Nebraska	Copper	91.67000
Washington	Quarter	2006	San Francisco	State Quarters	Colorado	Copper	91.67000
Washington	Quarter	2006	San Francisco	State Quarters	Colorado	Nickel	8.33000
Washington	Quarter	2006	San Francisco	State Quarters	North Dakota	Nickel	8.33000
Washington	Quarter	2006	San Francisco	State Quarters	Nevada	Nickel	8.33000
Washington	Quarter	2006	San Francisco	State Quarters	Nebraska	Nickel	8.33000
Washington	Quarter	2006	San Francisco	State Quarters	South Dakota - Silver	Silver	90.00000
Washington	Quarter	2006	San Francisco	State Quarters	Colorado - Silver	Silver	90.00000
Washington	Quarter	2006	San Francisco	State Quarters	North Dakota - Silver	Silver	90.00000
Washington	Quarter	2006	San Francisco	State Quarters	South Dakota - Silver	Copper	10.00000
Washington	Quarter	2006	San Francisco	State Quarters	Nevada - Silver	Silver	90.00000
Washington	Quarter	2006	San Francisco	State Quarters	Nebraska - Silver	Silver	90.00000
Washington	Quarter	2006	San Francisco	State Quarters	Colorado - Silver	Copper	10.00000
Washington	Quarter	2006	San Francisco	State Quarters	North Dakota - Silver	Copper	10.00000
Washington	Quarter	2006	San Francisco	State Quarters	Nevada - Silver	Copper	10.00000
Washington	Quarter	2006	San Francisco	State Quarters	Nebraska - Silver	Copper	10.00000
Washington	Quarter	2007	Philadelphia	State Quarters	Wyoming	Nickel	8.33000
Washington	Quarter	2007	Philadelphia	State Quarters	Utah	Nickel	8.33000
Washington	Quarter	2007	Philadelphia	State Quarters	Montana	Nickel	8.33000
Washington	Quarter	2007	Philadelphia	State Quarters	Washington	Nickel	8.33000
Washington	Quarter	2007	Philadelphia	State Quarters	Idaho	Nickel	8.33000
Washington	Quarter	2007	Philadelphia	State Quarters	Wyoming	Copper	91.67000
Washington	Quarter	2007	Philadelphia	State Quarters	Utah	Copper	91.67000
Washington	Quarter	2007	Philadelphia	State Quarters	Montana	Copper	91.67000
Washington	Quarter	2007	Philadelphia	State Quarters	Washington	Copper	91.67000
Washington	Quarter	2007	Philadelphia	State Quarters	Idaho	Copper	91.67000
Washington	Quarter	2007	Denver	State Quarters	Idaho	Copper	91.67000
Washington	Quarter	2007	Denver	State Quarters	Wyoming	Copper	91.67000
Washington	Quarter	2007	Denver	State Quarters	Utah	Copper	91.67000
Washington	Quarter	2007	Denver	State Quarters	Montana	Copper	91.67000
Washington	Quarter	2007	Denver	State Quarters	Washington	Copper	91.67000
Washington	Quarter	2007	Denver	State Quarters	Idaho	Nickel	8.33000
Washington	Quarter	2007	Denver	State Quarters	Wyoming	Nickel	8.33000
Washington	Quarter	2007	Denver	State Quarters	Utah	Nickel	8.33000
Washington	Quarter	2007	Denver	State Quarters	Montana	Nickel	8.33000
Washington	Quarter	2007	Denver	State Quarters	Washington	Nickel	8.33000
Washington	Quarter	2007	San Francisco	State Quarters	Wyoming	Copper	91.67000
Washington	Quarter	2007	San Francisco	State Quarters	Utah	Copper	91.67000
Washington	Quarter	2007	San Francisco	State Quarters	Montana	Copper	91.67000
Washington	Quarter	2007	San Francisco	State Quarters	Washington	Copper	91.67000
Washington	Quarter	2007	San Francisco	State Quarters	Idaho	Copper	91.67000
Washington	Quarter	2007	San Francisco	State Quarters	Wyoming	Nickel	8.33000
Washington	Quarter	2007	San Francisco	State Quarters	Utah	Nickel	8.33000
Washington	Quarter	2007	San Francisco	State Quarters	Montana	Nickel	8.33000
Washington	Quarter	2007	San Francisco	State Quarters	Washington	Nickel	8.33000
Washington	Quarter	2007	San Francisco	State Quarters	Idaho	Nickel	8.33000
Washington	Quarter	2007	San Francisco	State Quarters	Idaho - Silver	Silver	90.00000
Washington	Quarter	2007	San Francisco	State Quarters	Wyoming - Silver	Silver	90.00000
Washington	Quarter	2007	San Francisco	State Quarters	Utah - Silver	Silver	90.00000
Washington	Quarter	2007	San Francisco	State Quarters	Montana - Silver	Silver	90.00000
Washington	Quarter	2007	San Francisco	State Quarters	Washington - Silver	Silver	90.00000
Washington	Quarter	2007	San Francisco	State Quarters	Idaho - Silver	Copper	10.00000
Washington	Quarter	2007	San Francisco	State Quarters	Wyoming - Silver	Copper	10.00000
Washington	Quarter	2007	San Francisco	State Quarters	Utah - Silver	Copper	10.00000
Washington	Quarter	2007	San Francisco	State Quarters	Montana - Silver	Copper	10.00000
Washington	Quarter	2007	San Francisco	State Quarters	Washington - Silver	Copper	10.00000
Washington	Quarter	2008	Philadelphia	State Quarters	Alaska	Nickel	8.33000
Washington	Quarter	2008	Philadelphia	State Quarters	Hawaii	Nickel	8.33000
Washington	Quarter	2008	Philadelphia	State Quarters	Oklahoma	Nickel	8.33000
Washington	Quarter	2008	Philadelphia	State Quarters	New Mexico	Nickel	8.33000
Washington	Quarter	2008	Philadelphia	State Quarters	Arizona	Nickel	8.33000
Washington	Quarter	2008	Philadelphia	State Quarters	Alaska	Copper	91.67000
Washington	Quarter	2008	Philadelphia	State Quarters	Hawaii	Copper	91.67000
Washington	Quarter	2008	Philadelphia	State Quarters	Oklahoma	Copper	91.67000
Washington	Quarter	2008	Philadelphia	State Quarters	New Mexico	Copper	91.67000
Washington	Quarter	2008	Philadelphia	State Quarters	Arizona	Copper	91.67000
Washington	Quarter	2008	Denver	State Quarters	Hawaii	Copper	91.67000
Washington	Quarter	2008	Denver	State Quarters	Alaska	Copper	91.67000
Washington	Quarter	2008	Denver	State Quarters	Hawaii	Nickel	8.33000
Washington	Quarter	2008	Denver	State Quarters	Oklahoma	Copper	91.67000
Washington	Quarter	2008	Denver	State Quarters	New Mexico	Copper	91.67000
Washington	Quarter	2008	Denver	State Quarters	Arizona	Copper	91.67000
Washington	Quarter	2008	Denver	State Quarters	Alaska	Nickel	8.33000
Washington	Quarter	2008	Denver	State Quarters	Oklahoma	Nickel	8.33000
Washington	Quarter	2008	Denver	State Quarters	New Mexico	Nickel	8.33000
Washington	Quarter	2008	Denver	State Quarters	Arizona	Nickel	8.33000
Washington	Quarter	2008	San Francisco	State Quarters	Hawaii	Copper	91.67000
Washington	Quarter	2008	San Francisco	State Quarters	Alaska	Copper	91.67000
Washington	Quarter	2008	San Francisco	State Quarters	Hawaii	Nickel	8.33000
Washington	Quarter	2008	San Francisco	State Quarters	Oklahoma	Copper	91.67000
Washington	Quarter	2008	San Francisco	State Quarters	New Mexico	Copper	91.67000
Washington	Quarter	2008	San Francisco	State Quarters	Arizona	Copper	91.67000
Washington	Quarter	2008	San Francisco	State Quarters	Alaska	Nickel	8.33000
Washington	Quarter	2008	San Francisco	State Quarters	Oklahoma	Nickel	8.33000
Washington	Quarter	2008	San Francisco	State Quarters	New Mexico	Nickel	8.33000
Washington	Quarter	2008	San Francisco	State Quarters	Arizona	Nickel	8.33000
Washington	Quarter	2008	San Francisco	State Quarters	Hawaii - Silver	Silver	90.00000
Washington	Quarter	2008	San Francisco	State Quarters	Arizona - Silver	Silver	90.00000
Washington	Quarter	2008	San Francisco	State Quarters	Alaska - Silver	Silver	90.00000
Washington	Quarter	2008	San Francisco	State Quarters	Hawaii - Silver	Copper	10.00000
Washington	Quarter	2008	San Francisco	State Quarters	Oklahoma - Silver	Silver	90.00000
Washington	Quarter	2008	San Francisco	State Quarters	New Mexico - Silver	Silver	90.00000
Washington	Quarter	2008	San Francisco	State Quarters	Arizona - Silver	Copper	10.00000
Washington	Quarter	2008	San Francisco	State Quarters	Alaska - Silver	Copper	10.00000
Washington	Quarter	2008	San Francisco	State Quarters	Oklahoma - Silver	Copper	10.00000
Washington	Quarter	2008	San Francisco	State Quarters	New Mexico - Silver	Copper	10.00000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	American Samoa	Copper	91.67000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	US Virgin Islands	Copper	91.67000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	Northern Mariana Islands	Copper	91.67000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	District of Columbia	Copper	91.67000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	Puerto Rico	Copper	91.67000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	Guam	Copper	91.67000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	American Samoa	Nickel	8.33000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	US Virgin Islands	Nickel	8.33000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	Northern Mariana Islands	Nickel	8.33000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	District of Columbia	Nickel	8.33000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	Puerto Rico	Nickel	8.33000
Washington	Quarter	2009	Philadelphia	District of Columbia and US Territories Quarters	Guam	Nickel	8.33000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	American Samoa	Copper	91.67000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	US Virgin Islands	Copper	91.67000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	Northern Mariana Islands	Copper	91.67000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	District of Columbia	Copper	91.67000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	Puerto Rico	Copper	91.67000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	Guam	Copper	91.67000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	American Samoa	Nickel	8.33000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	US Virgin Islands	Nickel	8.33000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	Northern Mariana Islands	Nickel	8.33000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	District of Columbia	Nickel	8.33000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	Puerto Rico	Nickel	8.33000
Washington	Quarter	2009	Denver	District of Columbia and US Territories Quarters	Guam	Nickel	8.33000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	American Samoa	Copper	91.67000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	US Virgin Islands	Copper	91.67000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Northern Mariana Islands	Copper	91.67000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	District of Columbia	Copper	91.67000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Puerto Rico	Copper	91.67000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Guam	Copper	91.67000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	American Samoa	Nickel	8.33000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	US Virgin Islands	Nickel	8.33000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Northern Mariana Islands	Nickel	8.33000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	District of Columbia	Nickel	8.33000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Puerto Rico	Nickel	8.33000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Guam	Nickel	8.33000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	American Samoa - Silver	Silver	90.00000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	US Virgin Islands - Silver	Silver	90.00000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Northern Mariana Islands - Silver	Silver	90.00000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	District of Columbia - Silver	Silver	90.00000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Puerto Rico - Silver	Silver	90.00000
Washington	Quarter	2009	San Francisco	District of Columbia and US Territories Quarters	Guam - Silver	Silver	90.00000
