coin	denomination	year	mint	yearGrouping	mintGrouping	metal	percentage
Roosevelt	Dime	1970	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1970	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1970	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1970	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1970	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1970	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1971	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1971	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1971	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1971	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1971	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1971	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1972	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1972	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1972	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1972	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1972	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1972	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1973	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1973	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1973	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1973	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1973	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1973	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1974	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1974	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1974	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1974	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1974	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1974	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1975	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1975	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1975	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1975	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1975	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1975	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1976	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1976	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1976	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1976	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1976	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1976	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1977	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1977	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1977	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1977	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1977	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1977	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1978	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1978	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1978	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1978	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1978	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1978	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1979	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1979	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1979	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1979	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1979	San Francisco	Clad Coinage and Silver Proofs	Type 1	Nickel	8.33000
Roosevelt	Dime	1979	San Francisco	Clad Coinage and Silver Proofs	Type 2	Copper	91.67000
Roosevelt	Dime	1979	San Francisco	Clad Coinage and Silver Proofs	Type 2	Nickel	8.33000
Roosevelt	Dime	1979	San Francisco	Clad Coinage and Silver Proofs	Type 1	Copper	91.67000
Roosevelt	Dime	1980	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1980	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1980	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1980	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1980	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1980	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1981	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1981	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1981	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1981	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1981	San Francisco	Clad Coinage and Silver Proofs	Type 2	Nickel	8.33000
Roosevelt	Dime	1981	San Francisco	Clad Coinage and Silver Proofs	Type 1	Copper	91.67000
Roosevelt	Dime	1981	San Francisco	Clad Coinage and Silver Proofs	Type 1	Nickel	8.33000
Roosevelt	Dime	1981	San Francisco	Clad Coinage and Silver Proofs	Type 2	Copper	91.67000
Roosevelt	Dime	1982	Philadelphia	Clad Coinage and Silver Proofs	No Mmk	Copper	91.67000
Roosevelt	Dime	1982	Philadelphia	Clad Coinage and Silver Proofs	No Mmk	Nickel	8.33000
Roosevelt	Dime	1982	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1982	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1982	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1982	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1982	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1982	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1983	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1983	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1983	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1983	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1983	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1983	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1984	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1984	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1984	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1984	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1984	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1984	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1985	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1985	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1985	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1985	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1985	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1985	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1986	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1986	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1986	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1986	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1986	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1986	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1987	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1987	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1987	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1987	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1987	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1987	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1988	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1988	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1988	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1988	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1988	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1988	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1989	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1989	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1989	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1989	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1989	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1989	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1990	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1990	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1990	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1990	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1990	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1990	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1991	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1991	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1991	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1991	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1991	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1991	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1992	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1992	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1992	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1992	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1992	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1992	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1992	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1992	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	1993	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1993	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1993	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1993	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1993	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1993	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1993	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1993	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	1994	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1994	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1994	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1994	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1994	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1994	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1994	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1994	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	1995	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1995	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1995	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1995	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1995	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1995	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1995	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1995	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	1996	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1996	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1996	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1996	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1996	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1996	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1996	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1996	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	1996	West Point	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1996	West Point	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1997	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1997	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1997	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1997	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1997	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1997	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1997	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1997	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	1998	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1998	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1998	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1998	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1998	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1998	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1998	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1998	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	1999	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1999	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1999	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1999	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1999	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	1999	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	1999	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	1999	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2000	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2000	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2000	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2000	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2000	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2000	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2000	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2000	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2001	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2001	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2001	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2001	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2001	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2001	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2001	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2001	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2002	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2002	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2002	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2002	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2002	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2002	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2002	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2002	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2003	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2003	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2003	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2003	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2003	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2003	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2003	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2003	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2004	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2004	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2004	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2004	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2004	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2004	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2004	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2004	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2005	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2005	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2005	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2005	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2005	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2005	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2005	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2005	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2006	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2006	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2006	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2006	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2006	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2006	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2006	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2006	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2007	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2007	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2007	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2007	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2007	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2007	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2007	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2007	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2008	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2008	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2008	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2008	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2008	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2008	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2008	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2008	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2009	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2009	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2009	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2009	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2009	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2009	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2009	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2009	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2010	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2010	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2010	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2010	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2010	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2010	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2010	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2010	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2011	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2011	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2011	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2011	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2011	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2011	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2011	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2011	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Roosevelt	Dime	2012	Philadelphia	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2012	Philadelphia	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2012	Denver	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2012	Denver	Clad Coinage and Silver Proofs		Nickel	8.33000
