Liberty Head, No Motto Above Eagle|Eagle|1860||San Francisco|S||5000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1861||San Francisco|S||15500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1861||Philadelphia|P||113164|69|1|0
Liberty Head, No Motto Above Eagle|Eagle|1862||Philadelphia|P||10960|35|1|0
Liberty Head, No Motto Above Eagle|Eagle|1862||San Francisco|S||12500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1863||Philadelphia|P||1218|30|1|0
Liberty Head, No Motto Above Eagle|Eagle|1863||San Francisco|S||10000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1864||Philadelphia|P||3530|50|1|0
Liberty Head, No Motto Above Eagle|Eagle|1864||San Francisco|S||2500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1865||San Francisco|S||16700|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1865||Philadelphia|P||3980|25|1|0
Liberty Head, No Motto Above Eagle|Eagle|1866||San Francisco|S||8500|0|1|0
